Region,Country,State,City,Month,Day,Year,AvgTemperature
Australia/South Pacific,Australia,,Brisbane,8,21,2004,57.2
Australia/South Pacific,Australia,,Brisbane,8,22,2004,59.1
Australia/South Pacific,Australia,,Brisbane,8,23,2004,60
Australia/South Pacific,Australia,,Brisbane,8,24,2004,60.4
Australia/South Pacific,Australia,,Brisbane,8,25,2004,61.9
Australia/South Pacific,Australia,,Brisbane,8,26,2004,62.2
Australia/South Pacific,Australia,,Brisbane,8,27,2004,62.5
Australia/South Pacific,Australia,,Brisbane,8,28,2004,64.7
Australia/South Pacific,Australia,,Brisbane,8,29,2004,64.1
Australia/South Pacific,Australia,,Brisbane,8,30,2004,68.4
Australia/South Pacific,Australia,,Brisbane,8,31,2004,57.6
Australia/South Pacific,Australia,,Brisbane,9,1,2004,55.3
Australia/South Pacific,Australia,,Brisbane,9,2,2004,60.2
Australia/South Pacific,Australia,,Brisbane,9,3,2004,60.7
Australia/South Pacific,Australia,,Brisbane,9,4,2004,57.7
Australia/South Pacific,Australia,,Brisbane,9,5,2004,59
Australia/South Pacific,Australia,,Brisbane,9,6,2004,63.4
Australia/South Pacific,Australia,,Brisbane,9,7,2004,67.5
Australia/South Pacific,Australia,,Brisbane,9,8,2004,68.3
Australia/South Pacific,Australia,,Brisbane,9,9,2004,61
Australia/South Pacific,Australia,,Brisbane,9,10,2004,60
Australia/South Pacific,Australia,,Brisbane,9,11,2004,62.8
Australia/South Pacific,Australia,,Brisbane,9,12,2004,62.2
Australia/South Pacific,Australia,,Brisbane,9,13,2004,61.2
Australia/South Pacific,Australia,,Brisbane,9,14,2004,59.8
Australia/South Pacific,Australia,,Brisbane,9,15,2004,63
Australia/South Pacific,Australia,,Brisbane,9,16,2004,63
Australia/South Pacific,Australia,,Brisbane,9,17,2004,63.6
Australia/South Pacific,Australia,,Brisbane,9,18,2004,65.4
Australia/South Pacific,Australia,,Brisbane,9,19,2004,67.3
Australia/South Pacific,Australia,,Brisbane,9,20,2004,62.6
Australia/South Pacific,Australia,,Brisbane,9,21,2004,64
Australia/South Pacific,Australia,,Brisbane,9,22,2004,63.3
Australia/South Pacific,Australia,,Brisbane,9,23,2004,65.8
Australia/South Pacific,Australia,,Brisbane,9,24,2004,70.7
Australia/South Pacific,Australia,,Brisbane,9,25,2004,67.6
Australia/South Pacific,Australia,,Brisbane,9,26,2004,71.3
Australia/South Pacific,Australia,,Brisbane,9,27,2004,70
Australia/South Pacific,Australia,,Brisbane,9,28,2004,70.1
Australia/South Pacific,Australia,,Brisbane,9,29,2004,70.2
Australia/South Pacific,Australia,,Brisbane,9,30,2004,70.5
Australia/South Pacific,Australia,,Brisbane,10,1,2004,71.1
Australia/South Pacific,Australia,,Brisbane,10,2,2004,69
Australia/South Pacific,Australia,,Brisbane,10,3,2004,68.3
Australia/South Pacific,Australia,,Brisbane,10,4,2004,70
Australia/South Pacific,Australia,,Brisbane,10,5,2004,69.4
Australia/South Pacific,Australia,,Brisbane,10,6,2004,71.8
Australia/South Pacific,Australia,,Brisbane,10,7,2004,70
Australia/South Pacific,Australia,,Brisbane,10,8,2004,72.3
Australia/South Pacific,Australia,,Brisbane,10,9,2004,70.2
Australia/South Pacific,Australia,,Brisbane,10,10,2004,69.7
Australia/South Pacific,Australia,,Brisbane,10,11,2004,67.5
Australia/South Pacific,Australia,,Brisbane,10,12,2004,68.5
Australia/South Pacific,Australia,,Brisbane,10,13,2004,69.6
Australia/South Pacific,Australia,,Brisbane,10,14,2004,70.8
Australia/South Pacific,Australia,,Brisbane,10,15,2004,73.3
Australia/South Pacific,Australia,,Brisbane,10,16,2004,71.1
Australia/South Pacific,Australia,,Brisbane,10,17,2004,66.2
Australia/South Pacific,Australia,,Brisbane,10,18,2004,66.2
Australia/South Pacific,Australia,,Brisbane,10,19,2004,69.1
Australia/South Pacific,Australia,,Brisbane,10,20,2004,67.6
Australia/South Pacific,Australia,,Brisbane,10,21,2004,66.3
Australia/South Pacific,Australia,,Brisbane,10,22,2004,76
Australia/South Pacific,Australia,,Brisbane,10,23,2004,74.1
Australia/South Pacific,Australia,,Brisbane,10,24,2004,74.9
Australia/South Pacific,Australia,,Brisbane,10,25,2004,73.5
Australia/South Pacific,Australia,,Brisbane,10,26,2004,74.7
Australia/South Pacific,Australia,,Brisbane,10,27,2004,76.9
Australia/South Pacific,Australia,,Brisbane,10,28,2004,71.7
Australia/South Pacific,Australia,,Brisbane,10,29,2004,67.7
Australia/South Pacific,Australia,,Brisbane,10,30,2004,66.2
Australia/South Pacific,Australia,,Brisbane,10,31,2004,67
Australia/South Pacific,Australia,,Brisbane,11,1,2004,70.4
Australia/South Pacific,Australia,,Brisbane,11,2,2004,74.1
Australia/South Pacific,Australia,,Brisbane,11,3,2004,72.3
Australia/South Pacific,Australia,,Brisbane,11,4,2004,75.4
Australia/South Pacific,Australia,,Brisbane,11,5,2004,72.6
Australia/South Pacific,Australia,,Brisbane,11,6,2004,75.6
Australia/South Pacific,Australia,,Brisbane,11,7,2004,70.2
Australia/South Pacific,Australia,,Brisbane,11,8,2004,71.6
Australia/South Pacific,Australia,,Brisbane,11,9,2004,67.7
Australia/South Pacific,Australia,,Brisbane,11,10,2004,70.8
Australia/South Pacific,Australia,,Brisbane,11,11,2004,75
Australia/South Pacific,Australia,,Brisbane,11,12,2004,77.2
Australia/South Pacific,Australia,,Brisbane,11,13,2004,77.3
Australia/South Pacific,Australia,,Brisbane,11,14,2004,72.3
Australia/South Pacific,Australia,,Brisbane,11,15,2004,74.5
Australia/South Pacific,Australia,,Brisbane,11,16,2004,77.9
Australia/South Pacific,Australia,,Brisbane,11,17,2004,76.4
Australia/South Pacific,Australia,,Brisbane,11,18,2004,75.8
Australia/South Pacific,Australia,,Brisbane,11,19,2004,75
Australia/South Pacific,Australia,,Brisbane,11,20,2004,72.7
Australia/South Pacific,Australia,,Brisbane,11,21,2004,69.9
Australia/South Pacific,Australia,,Brisbane,11,22,2004,67.5
Australia/South Pacific,Australia,,Brisbane,11,23,2004,67.4
Australia/South Pacific,Australia,,Brisbane,11,24,2004,68.4
Australia/South Pacific,Australia,,Brisbane,11,25,2004,68.5
Australia/South Pacific,Australia,,Brisbane,11,26,2004,69.5
Australia/South Pacific,Australia,,Brisbane,11,27,2004,70.7
Australia/South Pacific,Australia,,Brisbane,11,28,2004,71.1
Australia/South Pacific,Australia,,Brisbane,11,29,2004,73.5
Australia/South Pacific,Australia,,Brisbane,11,30,2004,75.2
Australia/South Pacific,Australia,,Brisbane,12,1,2004,76.3
Australia/South Pacific,Australia,,Brisbane,12,2,2004,75.1
Australia/South Pacific,Australia,,Brisbane,12,3,2004,74
Australia/South Pacific,Australia,,Brisbane,12,4,2004,72.6
Australia/South Pacific,Australia,,Brisbane,12,5,2004,68.3
Australia/South Pacific,Australia,,Brisbane,12,6,2004,70.8
Australia/South Pacific,Australia,,Brisbane,12,7,2004,72.8
Australia/South Pacific,Australia,,Brisbane,12,8,2004,73.1
Australia/South Pacific,Australia,,Brisbane,12,9,2004,73.7
Australia/South Pacific,Australia,,Brisbane,12,10,2004,73.7
Australia/South Pacific,Australia,,Brisbane,12,11,2004,77.7
Australia/South Pacific,Australia,,Brisbane,12,12,2004,78
Australia/South Pacific,Australia,,Brisbane,12,13,2004,76.1
Australia/South Pacific,Australia,,Brisbane,12,14,2004,79.7
Australia/South Pacific,Australia,,Brisbane,12,15,2004,75.8
Australia/South Pacific,Australia,,Brisbane,12,16,2004,73.4
Australia/South Pacific,Australia,,Brisbane,12,17,2004,76.4
Australia/South Pacific,Australia,,Brisbane,12,18,2004,74.4
Australia/South Pacific,Australia,,Brisbane,12,19,2004,76.7
Australia/South Pacific,Australia,,Brisbane,12,20,2004,75.2
Australia/South Pacific,Australia,,Brisbane,12,21,2004,72.3
Australia/South Pacific,Australia,,Brisbane,12,22,2004,76.8
Australia/South Pacific,Australia,,Brisbane,12,23,2004,77.9
Australia/South Pacific,Australia,,Brisbane,12,24,2004,78
Australia/South Pacific,Australia,,Brisbane,12,25,2004,77.1
Australia/South Pacific,Australia,,Brisbane,12,26,2004,75.9
Australia/South Pacific,Australia,,Brisbane,12,27,2004,73.4
Australia/South Pacific,Australia,,Brisbane,12,28,2004,72.9
Australia/South Pacific,Australia,,Brisbane,12,29,2004,71
Australia/South Pacific,Australia,,Brisbane,12,30,2004,70.8
Australia/South Pacific,Australia,,Brisbane,12,31,2004,72.5
Australia/South Pacific,Australia,,Brisbane,1,1,2005,74.4
Australia/South Pacific,Australia,,Brisbane,1,2,2005,76.2
Australia/South Pacific,Australia,,Brisbane,1,3,2005,78
Australia/South Pacific,Australia,,Brisbane,1,4,2005,80.3
Australia/South Pacific,Australia,,Brisbane,1,5,2005,80.4
Australia/South Pacific,Australia,,Brisbane,1,6,2005,76.9
Australia/South Pacific,Australia,,Brisbane,1,7,2005,76.3
Australia/South Pacific,Australia,,Brisbane,1,8,2005,74.7
Australia/South Pacific,Australia,,Brisbane,1,9,2005,72.1
Australia/South Pacific,Australia,,Brisbane,1,10,2005,71.4
Australia/South Pacific,Australia,,Brisbane,1,11,2005,71.7
Australia/South Pacific,Australia,,Brisbane,1,12,2005,72.6
Australia/South Pacific,Australia,,Brisbane,1,13,2005,74.3
Australia/South Pacific,Australia,,Brisbane,1,14,2005,77.1
Australia/South Pacific,Australia,,Brisbane,1,15,2005,78.7
Australia/South Pacific,Australia,,Brisbane,1,16,2005,81.4
Australia/South Pacific,Australia,,Brisbane,1,17,2005,75
Australia/South Pacific,Australia,,Brisbane,1,18,2005,75.9
Australia/South Pacific,Australia,,Brisbane,1,19,2005,75.6
Australia/South Pacific,Australia,,Brisbane,1,20,2005,78.5
Australia/South Pacific,Australia,,Brisbane,1,21,2005,78.9
Australia/South Pacific,Australia,,Brisbane,1,22,2005,80.6
Australia/South Pacific,Australia,,Brisbane,1,23,2005,80
Australia/South Pacific,Australia,,Brisbane,1,24,2005,77.1
Australia/South Pacific,Australia,,Brisbane,1,25,2005,75.8
Australia/South Pacific,Australia,,Brisbane,1,26,2005,74.7
Australia/South Pacific,Australia,,Brisbane,1,27,2005,73.3
Australia/South Pacific,Australia,,Brisbane,1,28,2005,77.9
Australia/South Pacific,Australia,,Brisbane,1,29,2005,79.7
Australia/South Pacific,Australia,,Brisbane,1,30,2005,81.1
Australia/South Pacific,Australia,,Brisbane,1,31,2005,78.4
Australia/South Pacific,Australia,,Brisbane,2,1,2005,78.5
Australia/South Pacific,Australia,,Brisbane,2,2,2005,76.2
Australia/South Pacific,Australia,,Brisbane,2,3,2005,75.7
Australia/South Pacific,Australia,,Brisbane,2,4,2005,77.8
Australia/South Pacific,Australia,,Brisbane,2,5,2005,80.2
Australia/South Pacific,Australia,,Brisbane,2,6,2005,81.5
Australia/South Pacific,Australia,,Brisbane,2,7,2005,81.2
Australia/South Pacific,Australia,,Brisbane,2,8,2005,82.2
Australia/South Pacific,Australia,,Brisbane,2,9,2005,80.4
Australia/South Pacific,Australia,,Brisbane,2,10,2005,73.4
Australia/South Pacific,Australia,,Brisbane,2,11,2005,74
Australia/South Pacific,Australia,,Brisbane,2,12,2005,75.1
Australia/South Pacific,Australia,,Brisbane,2,13,2005,74.5
Australia/South Pacific,Australia,,Brisbane,2,14,2005,74
Australia/South Pacific,Australia,,Brisbane,2,15,2005,75
Australia/South Pacific,Australia,,Brisbane,2,16,2005,77.9
Australia/South Pacific,Australia,,Brisbane,2,17,2005,79
Australia/South Pacific,Australia,,Brisbane,2,18,2005,77.9
Australia/South Pacific,Australia,,Brisbane,2,19,2005,76.9
Australia/South Pacific,Australia,,Brisbane,2,20,2005,77.6
Australia/South Pacific,Australia,,Brisbane,2,21,2005,78.9
Australia/South Pacific,Australia,,Brisbane,2,22,2005,79
Australia/South Pacific,Australia,,Brisbane,2,23,2005,78.3
Australia/South Pacific,Australia,,Brisbane,2,24,2005,77.7
Australia/South Pacific,Australia,,Brisbane,2,25,2005,79.4
Australia/South Pacific,Australia,,Brisbane,2,26,2005,78.5
Australia/South Pacific,Australia,,Brisbane,2,27,2005,78.4
Australia/South Pacific,Australia,,Brisbane,2,28,2005,75.3
Australia/South Pacific,Australia,,Brisbane,3,1,2005,74.6
Australia/South Pacific,Australia,,Brisbane,3,2,2005,77.3
Australia/South Pacific,Australia,,Brisbane,3,3,2005,75
Australia/South Pacific,Australia,,Brisbane,3,4,2005,74.6
Australia/South Pacific,Australia,,Brisbane,3,5,2005,77.8
Australia/South Pacific,Australia,,Brisbane,3,6,2005,76.1
Australia/South Pacific,Australia,,Brisbane,3,7,2005,75.2
Australia/South Pacific,Australia,,Brisbane,3,8,2005,73.6
Australia/South Pacific,Australia,,Brisbane,3,9,2005,73.8
Australia/South Pacific,Australia,,Brisbane,3,10,2005,73.4
Australia/South Pacific,Australia,,Brisbane,3,11,2005,75.6
Australia/South Pacific,Australia,,Brisbane,3,12,2005,75.4
Australia/South Pacific,Australia,,Brisbane,3,13,2005,73.6
Australia/South Pacific,Australia,,Brisbane,3,14,2005,74.3
Australia/South Pacific,Australia,,Brisbane,3,15,2005,75.3
Australia/South Pacific,Australia,,Brisbane,3,16,2005,74.8
Australia/South Pacific,Australia,,Brisbane,3,17,2005,73.9
Australia/South Pacific,Australia,,Brisbane,3,18,2005,68.9
Australia/South Pacific,Australia,,Brisbane,3,19,2005,73.3
Australia/South Pacific,Australia,,Brisbane,3,20,2005,72.9
Australia/South Pacific,Australia,,Brisbane,3,21,2005,72.3
Australia/South Pacific,Australia,,Brisbane,3,22,2005,73.1
Australia/South Pacific,Australia,,Brisbane,3,23,2005,76.9
Australia/South Pacific,Australia,,Brisbane,3,24,2005,74.5
Australia/South Pacific,Australia,,Brisbane,3,25,2005,73.6
Australia/South Pacific,Australia,,Brisbane,3,26,2005,67.8
Australia/South Pacific,Australia,,Brisbane,3,27,2005,70
Australia/South Pacific,Australia,,Brisbane,3,28,2005,72.3
Australia/South Pacific,Australia,,Brisbane,3,29,2005,71.2
Australia/South Pacific,Australia,,Brisbane,3,30,2005,69.4
Australia/South Pacific,Australia,,Brisbane,3,31,2005,68.9
Australia/South Pacific,Australia,,Brisbane,4,1,2005,69.1
Australia/South Pacific,Australia,,Brisbane,4,2,2005,68.7
Australia/South Pacific,Australia,,Brisbane,4,3,2005,71.1
Australia/South Pacific,Australia,,Brisbane,4,4,2005,74.4
Australia/South Pacific,Australia,,Brisbane,4,5,2005,71.9
Australia/South Pacific,Australia,,Brisbane,4,6,2005,74.2
Australia/South Pacific,Australia,,Brisbane,4,7,2005,73.7
Australia/South Pacific,Australia,,Brisbane,4,8,2005,73.9
Australia/South Pacific,Australia,,Brisbane,4,9,2005,71.3
Australia/South Pacific,Australia,,Brisbane,4,10,2005,72.2
Australia/South Pacific,Australia,,Brisbane,4,11,2005,70.4
Australia/South Pacific,Australia,,Brisbane,4,12,2005,69.5
Australia/South Pacific,Australia,,Brisbane,4,13,2005,68.9
Australia/South Pacific,Australia,,Brisbane,4,14,2005,70.8
Australia/South Pacific,Australia,,Brisbane,4,15,2005,70.9
Australia/South Pacific,Australia,,Brisbane,4,16,2005,71.2
Australia/South Pacific,Australia,,Brisbane,4,17,2005,71.3
Australia/South Pacific,Australia,,Brisbane,4,18,2005,72.2
Australia/South Pacific,Australia,,Brisbane,4,19,2005,72
Australia/South Pacific,Australia,,Brisbane,4,20,2005,72.3
Australia/South Pacific,Australia,,Brisbane,4,21,2005,70.1
Australia/South Pacific,Australia,,Brisbane,4,22,2005,68.6
Australia/South Pacific,Australia,,Brisbane,4,23,2005,69.4
Australia/South Pacific,Australia,,Brisbane,4,24,2005,67.6
Australia/South Pacific,Australia,,Brisbane,4,25,2005,68.9
Australia/South Pacific,Australia,,Brisbane,4,26,2005,69.5
Australia/South Pacific,Australia,,Brisbane,4,27,2005,68.6
Australia/South Pacific,Australia,,Brisbane,4,28,2005,67
Australia/South Pacific,Australia,,Brisbane,4,29,2005,66
Australia/South Pacific,Australia,,Brisbane,4,30,2005,67.9
Australia/South Pacific,Australia,,Brisbane,5,1,2005,71.2
Australia/South Pacific,Australia,,Brisbane,5,2,2005,63.7
Australia/South Pacific,Australia,,Brisbane,5,3,2005,66.6
Australia/South Pacific,Australia,,Brisbane,5,4,2005,66.8
Australia/South Pacific,Australia,,Brisbane,5,5,2005,65
Australia/South Pacific,Australia,,Brisbane,5,6,2005,68.6
Australia/South Pacific,Australia,,Brisbane,5,7,2005,69.5
Australia/South Pacific,Australia,,Brisbane,5,8,2005,66.1
Australia/South Pacific,Australia,,Brisbane,5,9,2005,67.5
Australia/South Pacific,Australia,,Brisbane,5,10,2005,66.1
Australia/South Pacific,Australia,,Brisbane,5,11,2005,63.1
Australia/South Pacific,Australia,,Brisbane,5,12,2005,61.5
Australia/South Pacific,Australia,,Brisbane,5,13,2005,64.3
Australia/South Pacific,Australia,,Brisbane,5,14,2005,64.8
Australia/South Pacific,Australia,,Brisbane,5,15,2005,62.6
Australia/South Pacific,Australia,,Brisbane,5,16,2005,63.1
Australia/South Pacific,Australia,,Brisbane,5,17,2005,61.4
Australia/South Pacific,Australia,,Brisbane,5,18,2005,62.1
Australia/South Pacific,Australia,,Brisbane,5,19,2005,61
Australia/South Pacific,Australia,,Brisbane,5,20,2005,62.2
Australia/South Pacific,Australia,,Brisbane,5,21,2005,61.4
Australia/South Pacific,Australia,,Brisbane,5,22,2005,61
Australia/South Pacific,Australia,,Brisbane,5,23,2005,62
Australia/South Pacific,Australia,,Brisbane,5,24,2005,62
Australia/South Pacific,Australia,,Brisbane,5,25,2005,61.8
Australia/South Pacific,Australia,,Brisbane,5,26,2005,60.4
Australia/South Pacific,Australia,,Brisbane,5,27,2005,59.3
Australia/South Pacific,Australia,,Brisbane,5,28,2005,60
Australia/South Pacific,Australia,,Brisbane,5,29,2005,61.3
Australia/South Pacific,Australia,,Brisbane,5,30,2005,60.6
Australia/South Pacific,Australia,,Brisbane,5,31,2005,61.4
Australia/South Pacific,Australia,,Brisbane,6,1,2005,60.9
Australia/South Pacific,Australia,,Brisbane,6,2,2005,63.5
Australia/South Pacific,Australia,,Brisbane,6,3,2005,63.5
Australia/South Pacific,Australia,,Brisbane,6,4,2005,61.5
Australia/South Pacific,Australia,,Brisbane,6,5,2005,61.9
Australia/South Pacific,Australia,,Brisbane,6,6,2005,65.2
Australia/South Pacific,Australia,,Brisbane,6,7,2005,63.9
Australia/South Pacific,Australia,,Brisbane,6,8,2005,63.6
Australia/South Pacific,Australia,,Brisbane,6,9,2005,63.2
Australia/South Pacific,Australia,,Brisbane,6,10,2005,62.4
Australia/South Pacific,Australia,,Brisbane,6,11,2005,65.9
Australia/South Pacific,Australia,,Brisbane,6,12,2005,64.8
Australia/South Pacific,Australia,,Brisbane,6,13,2005,67
Australia/South Pacific,Australia,,Brisbane,6,14,2005,67.7
Australia/South Pacific,Australia,,Brisbane,6,15,2005,58.3
Australia/South Pacific,Australia,,Brisbane,6,16,2005,55.2
Australia/South Pacific,Australia,,Brisbane,6,17,2005,52.7
Australia/South Pacific,Australia,,Brisbane,6,18,2005,58.6
Australia/South Pacific,Australia,,Brisbane,6,19,2005,61.6
Australia/South Pacific,Australia,,Brisbane,6,20,2005,62.5
Australia/South Pacific,Australia,,Brisbane,6,21,2005,58.1
Australia/South Pacific,Australia,,Brisbane,6,22,2005,55.4
Australia/South Pacific,Australia,,Brisbane,6,23,2005,52.3
Australia/South Pacific,Australia,,Brisbane,6,24,2005,55.6
Australia/South Pacific,Australia,,Brisbane,6,25,2005,59.7
Australia/South Pacific,Australia,,Brisbane,6,26,2005,61.4
Australia/South Pacific,Australia,,Brisbane,6,27,2005,59.8
Australia/South Pacific,Australia,,Brisbane,6,28,2005,64.9
Australia/South Pacific,Australia,,Brisbane,6,29,2005,67
Australia/South Pacific,Australia,,Brisbane,6,30,2005,64.9
Australia/South Pacific,Australia,,Brisbane,7,1,2005,66.5
Australia/South Pacific,Australia,,Brisbane,7,2,2005,62.9
Australia/South Pacific,Australia,,Brisbane,7,3,2005,58.1
Australia/South Pacific,Australia,,Brisbane,7,4,2005,62.5
Australia/South Pacific,Australia,,Brisbane,7,5,2005,62.8
Australia/South Pacific,Australia,,Brisbane,7,6,2005,59.2
Australia/South Pacific,Australia,,Brisbane,7,7,2005,59
Australia/South Pacific,Australia,,Brisbane,7,8,2005,62.1
Australia/South Pacific,Australia,,Brisbane,7,9,2005,63.8
Australia/South Pacific,Australia,,Brisbane,7,10,2005,54.6
Australia/South Pacific,Australia,,Brisbane,7,11,2005,60.7
Australia/South Pacific,Australia,,Brisbane,7,12,2005,59
Australia/South Pacific,Australia,,Brisbane,7,13,2005,61.5
Australia/South Pacific,Australia,,Brisbane,7,14,2005,58.6
Australia/South Pacific,Australia,,Brisbane,7,15,2005,59.8
Australia/South Pacific,Australia,,Brisbane,7,16,2005,56.9
Australia/South Pacific,Australia,,Brisbane,7,17,2005,54.4
Australia/South Pacific,Australia,,Brisbane,7,18,2005,57
Australia/South Pacific,Australia,,Brisbane,7,19,2005,59.9
Australia/South Pacific,Australia,,Brisbane,7,20,2005,60.1
Australia/South Pacific,Australia,,Brisbane,7,21,2005,59.6
Australia/South Pacific,Australia,,Brisbane,7,22,2005,59.3
Australia/South Pacific,Australia,,Brisbane,7,23,2005,59.1
Australia/South Pacific,Australia,,Brisbane,7,24,2005,58
Australia/South Pacific,Australia,,Brisbane,7,25,2005,57.8
Australia/South Pacific,Australia,,Brisbane,7,26,2005,60.1
Australia/South Pacific,Australia,,Brisbane,7,27,2005,61.1
Australia/South Pacific,Australia,,Brisbane,7,28,2005,59.1
Australia/South Pacific,Australia,,Brisbane,7,29,2005,59.4
Australia/South Pacific,Australia,,Brisbane,7,30,2005,60.8
Australia/South Pacific,Australia,,Brisbane,7,31,2005,61.5
Australia/South Pacific,Australia,,Brisbane,8,1,2005,63.4
Australia/South Pacific,Australia,,Brisbane,8,2,2005,60.4
Australia/South Pacific,Australia,,Brisbane,8,3,2005,60.1
Australia/South Pacific,Australia,,Brisbane,8,4,2005,63.3
Australia/South Pacific,Australia,,Brisbane,8,5,2005,57.6
Australia/South Pacific,Australia,,Brisbane,8,6,2005,58
Australia/South Pacific,Australia,,Brisbane,8,7,2005,56.4
Australia/South Pacific,Australia,,Brisbane,8,8,2005,55.7
Australia/South Pacific,Australia,,Brisbane,8,9,2005,57.6
Australia/South Pacific,Australia,,Brisbane,8,10,2005,61.8
Australia/South Pacific,Australia,,Brisbane,8,11,2005,58.4
Australia/South Pacific,Australia,,Brisbane,8,12,2005,49.3
Australia/South Pacific,Australia,,Brisbane,8,13,2005,56.2
Australia/South Pacific,Australia,,Brisbane,8,14,2005,58.2
Australia/South Pacific,Australia,,Brisbane,8,15,2005,58.9
Australia/South Pacific,Australia,,Brisbane,8,16,2005,62.1
Australia/South Pacific,Australia,,Brisbane,8,17,2005,59.5
Australia/South Pacific,Australia,,Brisbane,8,18,2005,58.7
Australia/South Pacific,Australia,,Brisbane,8,19,2005,61.7
Australia/South Pacific,Australia,,Brisbane,8,20,2005,61.2
Australia/South Pacific,Australia,,Brisbane,8,21,2005,58.1
Australia/South Pacific,Australia,,Brisbane,8,22,2005,60.3
Australia/South Pacific,Australia,,Brisbane,8,23,2005,59.1
Australia/South Pacific,Australia,,Brisbane,8,24,2005,60
Australia/South Pacific,Australia,,Brisbane,8,25,2005,61.7
Australia/South Pacific,Australia,,Brisbane,8,26,2005,62.1
Australia/South Pacific,Australia,,Brisbane,8,27,2005,62.5
Australia/South Pacific,Australia,,Brisbane,8,28,2005,60.2
Australia/South Pacific,Australia,,Brisbane,8,29,2005,64.3
Australia/South Pacific,Australia,,Brisbane,8,30,2005,62.8
Australia/South Pacific,Australia,,Brisbane,8,31,2005,63.9
Australia/South Pacific,Australia,,Brisbane,9,1,2005,64.4
Australia/South Pacific,Australia,,Brisbane,9,2,2005,65.8
Australia/South Pacific,Australia,,Brisbane,9,3,2005,67.7
Australia/South Pacific,Australia,,Brisbane,9,4,2005,67.1
Australia/South Pacific,Australia,,Brisbane,9,5,2005,63.6
Australia/South Pacific,Australia,,Brisbane,9,6,2005,61
Australia/South Pacific,Australia,,Brisbane,9,7,2005,61.6
Australia/South Pacific,Australia,,Brisbane,9,8,2005,60.7
Australia/South Pacific,Australia,,Brisbane,9,9,2005,61.6
Australia/South Pacific,Australia,,Brisbane,9,10,2005,66.9
Australia/South Pacific,Australia,,Brisbane,9,11,2005,65.1
Australia/South Pacific,Australia,,Brisbane,9,12,2005,62.7
Australia/South Pacific,Australia,,Brisbane,9,13,2005,59.1
Australia/South Pacific,Australia,,Brisbane,9,14,2005,60.7
Australia/South Pacific,Australia,,Brisbane,9,15,2005,66.6
Australia/South Pacific,Australia,,Brisbane,9,16,2005,67.1
Australia/South Pacific,Australia,,Brisbane,9,17,2005,59.1
Australia/South Pacific,Australia,,Brisbane,9,18,2005,63.8
Australia/South Pacific,Australia,,Brisbane,9,19,2005,62.7
Australia/South Pacific,Australia,,Brisbane,9,20,2005,68
Australia/South Pacific,Australia,,Brisbane,9,21,2005,64.1
Australia/South Pacific,Australia,,Brisbane,9,22,2005,62.7
Australia/South Pacific,Australia,,Brisbane,9,23,2005,64.1
Australia/South Pacific,Australia,,Brisbane,9,24,2005,67.1
Australia/South Pacific,Australia,,Brisbane,9,25,2005,67
Australia/South Pacific,Australia,,Brisbane,9,26,2005,69.4
Australia/South Pacific,Australia,,Brisbane,9,27,2005,67.4
Australia/South Pacific,Australia,,Brisbane,9,28,2005,70.5
Australia/South Pacific,Australia,,Brisbane,9,29,2005,70.8
Australia/South Pacific,Australia,,Brisbane,9,30,2005,69.5
Australia/South Pacific,Australia,,Brisbane,10,1,2005,67.7
Australia/South Pacific,Australia,,Brisbane,10,2,2005,70.6
Australia/South Pacific,Australia,,Brisbane,10,3,2005,69.7
Australia/South Pacific,Australia,,Brisbane,10,4,2005,72.6
Australia/South Pacific,Australia,,Brisbane,10,5,2005,71.5
Australia/South Pacific,Australia,,Brisbane,10,6,2005,72.4
Australia/South Pacific,Australia,,Brisbane,10,7,2005,73.1
Australia/South Pacific,Australia,,Brisbane,10,8,2005,76.4
Australia/South Pacific,Australia,,Brisbane,10,9,2005,70.6
Australia/South Pacific,Australia,,Brisbane,10,10,2005,68.1
Australia/South Pacific,Australia,,Brisbane,10,11,2005,73.2
Australia/South Pacific,Australia,,Brisbane,10,12,2005,73.2
Australia/South Pacific,Australia,,Brisbane,10,13,2005,72.8
Australia/South Pacific,Australia,,Brisbane,10,14,2005,72.4
Australia/South Pacific,Australia,,Brisbane,10,15,2005,68.4
Australia/South Pacific,Australia,,Brisbane,10,16,2005,63.2
Australia/South Pacific,Australia,,Brisbane,10,17,2005,67.5
Australia/South Pacific,Australia,,Brisbane,10,18,2005,67
Australia/South Pacific,Australia,,Brisbane,10,19,2005,69.5
Australia/South Pacific,Australia,,Brisbane,10,20,2005,66.2
Australia/South Pacific,Australia,,Brisbane,10,21,2005,68.1
Australia/South Pacific,Australia,,Brisbane,10,22,2005,74.3
Australia/South Pacific,Australia,,Brisbane,10,23,2005,74.6
Australia/South Pacific,Australia,,Brisbane,10,24,2005,71.5
Australia/South Pacific,Australia,,Brisbane,10,25,2005,74.4
Australia/South Pacific,Australia,,Brisbane,10,26,2005,75
Australia/South Pacific,Australia,,Brisbane,10,27,2005,72.2
Australia/South Pacific,Australia,,Brisbane,10,28,2005,73.8
Australia/South Pacific,Australia,,Brisbane,10,29,2005,72.8
Australia/South Pacific,Australia,,Brisbane,10,30,2005,74.1
Australia/South Pacific,Australia,,Brisbane,10,31,2005,73.4
Australia/South Pacific,Australia,,Brisbane,11,1,2005,74.2
Australia/South Pacific,Australia,,Brisbane,11,2,2005,73
